Stocks holdings ,,,,,,,,,
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of funds*,Sector,Market,Security depository receipt type
,B1L3WW0,1899,Xingda International Holdings Ltd.,11190290,"$3,121,421.72 ",0.000727458,Tires & Rubber,KY,---
,B5LG7S8,115390,Lock&Lock Co. Ltd.,253620,"$3,120,483.01 ",0.000727239,Metal & Glass Containers,KR,---
,7742123,NAS,Norwegian Air Shuttle ASA,657572,"$3,119,390.34 ",0.000726985,Airlines,NO,---
,BYY7XH2,DBL,Dilip Buildcon Ltd.,552291,"$3,117,382.54 ",0.000726517,Construction & Engineering,IN,---
,B1ZB4F7,96760,JW Holdings Corp.,568987,"$3,115,212.72 ",0.000726011,Pharmaceuticals,KR,---
,BYZZPN5,COLL,Collector AB,577128,"$3,115,049.26 ",0.000725973,Diversified Banks,SE,---
,6634522,NZR,New Zealand Refining Co. Ltd.,2457757,"$3,110,132.99 ",0.000724827,Oil & Gas Refining & Marketing,NZ,---
,6422761,1133,Harbin Electric Co. Ltd.,10758569,"$3,107,160.18 ",0.000724135,Heavy Electrical Equipment,CN,---
,BD2X4V6,EQUITAS,Equitas Holdings Ltd./India,2074776,"$3,106,248.86 ",0.000723922,Consumer Finance,IN,---
,BDFDSD3,LAURUSLABS,Laurus Labs Ltd.,615834,"$3,101,702.57 ",0.000722863,Pharmaceuticals,IN,---
,BDG1ML2,TSG,Stars Group Inc.,118851,"$3,100,822.59 ",0.000722658,Casinos & Gaming,CA,---
,6355005,1813,Fudo Tetra Corp.,196964,"$3,100,785.45 ",0.000722649,Construction & Engineering,JP,---
,B0V9LR9,SPCG-F,SPCG PCL,4740346,"$3,099,633.02 ",0.00072238,Renewable Electricity,TH,---
,BN7ZDG5,1619,Tianhe Chemicals Group Ltd.,20635827,"$3,098,432.76 ",0.000722101,Specialty Chemicals,VG,---
,B88KB04,CLH,CEMEX Latam Holdings SA,2307473,"$3,097,973.77 ",0.000721994,Construction Materials,ES,---
,6278566,1072,Dongfang Electric Corp. Ltd.,5133660,"$3,097,029.35 ",0.000721773,Heavy Electrical Equipment,CN,---
,B7QP2X4,BERA,Bera Holding AS,4778181,"$3,088,223.41 ",0.000719721,Industrial Conglomerates,TR,---
,BP3R6G0,600029,China Southern Airlines Co. Ltd.,2986800,"$3,085,457.19 ",0.000719077,Airlines,CN,---
,B3PZ2V5,1117,China Modern Dairy Holdings Ltd.,20876908,"$3,083,703.40 ",0.000718668,Agricultural Products,KY,---
,6688143,6676,Melco Holdings Inc.,108489,"$3,082,145.27 ",0.000718305,"Technology Hardware, Storage & Periphera",JP,---
,B4KSB19,6630,YA-MAN Ltd.,460391,"$3,080,927.57 ",0.000718021,Personal Products,JP,---
,6651996,OCDI,Six of October Development & Investment,3730073,"$3,080,449.55 ",0.000717909,Real Estate Development,EG,---
,BD5CNY6,728,Guoyuan Securities Co. Ltd.,2308500,"$3,077,021.22 ",0.000717111,Investment Banking & Brokerage,CN,---
,6495967,4097,Koatsu Gas Kogyo Co. Ltd.,379296,"$3,076,896.65 ",0.000717081,Industrial Gases,JP,---
,6483962,7256,Kasai Kogyo Co. Ltd.,392286,"$3,076,789.98 ",0.000717057,Auto Parts & Equipment,JP,---
,BP3R5V8,600642,Shenergy Co. Ltd.,3686500,"$3,076,549 ",0.000717,Independent Power Producers & Energy Tra,CN,---
,BZ0D1W2,601021,Spring Airlines Co. Ltd.,487092,"$3,073,588.19 ",0.00071631,Airlines,CN,---
,BD5CMT4,2129,Tianjin Zhonghuan Semiconductor Co. Ltd.,1810700,"$3,071,131.81 ",0.000715738,Semiconductors,CN,---
,6442338,HDC,Hudaco Industries Ltd.,403057,"$3,070,778.39 ",0.000715656,Trading Companies & Distributors,ZA,---
,6986386,9310,Japan Transcity Corp.,610044,"$3,069,522.36 ",0.000715363,Marine,JP,---
,B1WT346,SPARC,Sun Pharma Advanced Research Co. Ltd.,1400486,"$3,068,474.15 ",0.000715119,Pharmaceuticals,IN,---
,BJ4PKW5,AHB,Arrowhead Properties Ltd. Class B,11301999,"$3,067,166.70 ",0.000714814,Diversified REITs,ZA,---
,7025471,EGL,Mota-Engil SGPS SA,1458618,"$3,067,018.86 ",0.000714779,Construction & Engineering,PT,---
,6267780,DRD,DRDGOLD Ltd.,5750307,"$3,066,118.73 ",0.00071457,Gold,ZA,---
,6803225,200028,China National Accord Medicines Corp. Ltd. Class B,868500,"$3,063,536.06 ",0.000713968,Health Care Distributors,CN,---
,BJF6Z88,KSCL,Kaveri Seed Co. Ltd.,429573,"$3,062,181.64 ",0.000713652,Agricultural Products,IN,---
,BQZHXB9,XXL,XXL ASA,1616645,"$3,060,395.55 ",0.000713236,Specialty Stores,NO,---
,BD5LS71,2601,Lomon Billions Group Co. Ltd.,1382500,"$3,058,875.51 ",0.000712882,Commodity Chemicals,CN,---
,6771742,1360,Samsung Pharmaceutical Co. Ltd.,846734,"$3,058,428.71 ",0.000712777,Pharmaceuticals,KR,---
,6485292,2538,KEE TAI Properties Co. Ltd.,7095979,"$3,055,444.24 ",0.000712082,Real Estate Development,TW,---
,6875804,5809,Tatsuta Electric Wire and Cable Co. Ltd.,551918,"$3,052,892.40 ",0.000711487,Electrical Components & Equipment,JP,---
,BF2TXQ6,284740,Cuckoo Homesys Co. Ltd.,81935,"$3,050,713.57 ",0.000710979,Computer & Electronics Retail,KR,---
,BP3R5X0,600115,China Eastern Airlines Corp. Ltd.,3649900,"$3,050,517.28 ",0.000710934,Airlines,CN,---
,6468000,7972,Itoki Corp.,621625,"$3,047,109.41 ",0.000710139,Office Services & Supplies,JP,---
,6640262,4619,Nihon Tokushu Toryo Co. Ltd.,221017,"$3,046,105.02 ",0.000709905,Auto Parts & Equipment,JP,---
,6276322,6040,Dongwon Industries Co. Ltd.,16656,"$3,043,268.83 ",0.000709244,Packaged Foods & Meats,KR,---
,BTKH940,213500,Hansol Paper Co. Ltd.,243945,"$3,042,226.30 ",0.000709001,Paper Products,KR,---
,6010649,7283,Aisan Industry Co. Ltd.,422174,"$3,041,724.05 ",0.000708884,Auto Parts & Equipment,JP,---
,6193506,8014,Chori Co. Ltd.,149943,"$3,041,079.13 ",0.000708734,Trading Companies & Distributors,JP,---
,BF0X9L7,AGR,Agrana Beteiligungs AG,145375,"$3,036,718 ",0.000707718,Packaged Foods & Meats,AT,---
,BD3S0S9,281820,KC Tech Co. Ltd.,150881,"$3,033,460.85 ",0.000706959,Semiconductor Equipment,KR,---
,6405289,3060,Aprogen pharmaceuticals Inc.,2592566,"$3,031,384.83 ",0.000706475,Pharmaceuticals,KR,---
,B94K2F7,99190,i-SENS Inc.,136397,"$3,025,430.51 ",0.000705087,Health Care Equipment,KR,---
,6433882,563,Shanghai Industrial Urban Development Group Ltd.,24061655,"$3,025,324.60 ",0.000705062,Real Estate Development,BM,---
,6456492,8624,Ichiyoshi Securities Co. Ltd.,514530,"$3,022,452.06 ",0.000704393,Investment Banking & Brokerage,JP,---
,BD5CKM3,50,Tianma Microelectronics Co. Ltd.,1286371,"$3,018,053.12 ",0.000703368,Electronic Components,CN,---
,6136998,5512,Rich Development Co. Ltd.,8571660,"$3,017,917.93 ",0.000703336,Construction & Engineering,TW,---
,6771924,1604,Sampo Corp.,4491497,"$3,017,756.64 ",0.000703299,Consumer Electronics,TW,---
,B2PG341,2174,GCA Corp.,328099,"$3,017,473.80 ",0.000703233,Investment Banking & Brokerage,JP,---
,BF41GY9,9267,Genky DrugStores Co. Ltd.,141363,"$3,017,320.20 ",0.000703197,Drug Retail,JP,---
,BFM75T7,6569,Nisso Corp.,294798,"$3,013,515.71 ",0.00070231,Human Resource & Employment Services,JP,---
,BYW5QQ8,601997,Bank of Guiyang Co. Ltd. Class A,2191840,"$3,011,495.45 ",0.00070184,Regional Banks,CN,---
,BQWJ9K9,1811,CGN New Energy Holdings Co. Ltd.,21118940,"$3,007,522.90 ",0.000700914,Independent Power Producers & Energy Tra,BM,---
,BFFJRM7,300308,Zhongji Innolight Co. Ltd.,401059,"$3,006,587.96 ",0.000700696,Industrial Machinery,CN,---
,B572ZV9,PHAR,Pharos Energy plc,4356533,"$3,005,062.81 ",0.00070034,Oil & Gas Exploration & Production,GB,---
,2616580,PBR,Petroleo Brasileiro SA,188496,"$3,004,626.24 ",0.000700239,Integrated Oil & Gas,BR,ADR
,6191823,6915,Chiyoda Integre Co. Ltd.,142891,"$2,996,294.07 ",0.000698297,Electrical Components & Equipment,JP,---
,B6THYG7,4162,PharmaEngine Inc.,1309477,"$2,991,162.41 ",0.000697101,Biotechnology,TW,---
,6343798,3022,IEI Integration Corp.,1696669,"$2,991,079.11 ",0.000697081,"Technology Hardware, Storage & Periphera",TW,---
,BDGNPD1,IIFLWAM,IIFL Wealth Management Ltd.,188265,"$2,989,952.92 ",0.000696819,Asset Management & Custody Banks,IN,---
,B0L2CR5,KMDA,Kamada Ltd.,434772,"$2,989,130.55 ",0.000696627,Biotechnology,IL,---
,B2R2W06,PHDC,Palm Hills Developments SAE,27404909,"$2,986,530.64 ",0.000696021,Real Estate Development,EG,---
,B16NQ89,MAHINDCIE,Mahindra CIE Automotive Ltd.,1292304,"$2,983,862.74 ",0.0006954,Auto Parts & Equipment,IN,---
,BD5CL42,999,China Resources Sanjiu Medical & Pharmaceutical Co. Ltd.,655041,"$2,979,890.87 ",0.000694474,Pharmaceuticals,CN,---
,6895620,1946,Toenec Corp.,84110,"$2,976,094.85 ",0.000693589,Construction & Engineering,JP,---
,BD5CN57,883,Hubei Energy Group Co. Ltd. Class A,4970167,"$2,975,647.52 ",0.000693485,Independent Power Producers & Energy Tra,CN,---
,BP3R7V2,600516,Fangda Carbon New Material Co. Ltd.,1699575,"$2,972,215.74 ",0.000692685,Electrical Components & Equipment,CN,---
,BD5CGX6,2508,Hangzhou Robam Appliances Co. Ltd.,611162,"$2,971,703.42 ",0.000692566,Household Appliances,CN,---
,B00VD25,1558,Zeng Hsing Industrial Co. Ltd.,671619,"$2,970,735.31 ",0.00069234,Household Appliances,TW,---
,6155829,6333,Teikoku Electric Manufacturing Co. Ltd.,223851,"$2,967,461.76 ",0.000691577,Industrial Machinery,JP,---
,6468356,7942,JSP Corp.,165467,"$2,965,938.30 ",0.000691222,Commodity Chemicals,JP,---
,B57MPJ7,OGKB,OGK-2 PJSC,326283407,"$2,960,831.88 ",0.000690032,Independent Power Producers & Energy Tra,RU,---
,B1W5678,BMTR,Global Mediacom Tbk PT,118040414,"$2,957,742.23 ",0.000689312,Broadcasting,ID,---
,BP3R5T6,600066,Zhengzhou Yutong Bus Co. Ltd.,1444116,"$2,957,470.94 ",0.000689249,Construction Machinery & Heavy Trucks,CN,---
,6167813,7607,Shinwa Co. Ltd./Nagoya,135467,"$2,956,311.58 ",0.000688979,Industrial Machinery,JP,---
,BYPC6V1,SLC,Superloop Ltd.,4341195,"$2,951,895.95 ",0.00068795,Alternative Carriers,AU,---
,B1FHFF2,CE2,CropEnergies AG,239708,"$2,951,429.62 ",0.000687841,Oil & Gas Refining & Marketing,DE,---
,BP3RB10,600872,Jonjee Hi-Tech Industrial And Commercial Holding Co. Ltd.,521754,"$2,949,728.71 ",0.000687445,Packaged Foods & Meats,CN,---
,BN573R4,BRNL,Brunel International NV,291106,"$2,948,438.08 ",0.000687144,Human Resource & Employment Services,NL,---
,BFNG7Z3,4249,Moriroku Holdings Co. Ltd.,134600,"$2,943,846.48 ",0.000686074,Commodity Chemicals,JP,---
,6877316,2102,Federal Corp.,6322195,"$2,943,364.60 ",0.000685961,Tires & Rubber,TW,---
,BP3R4R7,600362,Jiangxi Copper Co. Ltd.,1209001,"$2,942,958.05 ",0.000685867,Copper,CN,---
,6642503,7102,Nippon Sharyo Ltd.,99128,"$2,942,807.55 ",0.000685832,Construction Machinery & Heavy Trucks,JP,---
,BP3R886,600498,Fiberhome Telecommunication Technologies Co. Ltd.,744580,"$2,938,867.84 ",0.000684913,Communications Equipment,CN,---
,6495451,4710,Hansol Technics Co. Ltd.,380605,"$2,933,386.18 ",0.000683636,Semiconductors,KR,---
,BD5CKR8,2405,NavInfo Co. Ltd.,1266719,"$2,932,444.29 ",0.000683416,Consumer Electronics,CN,---
,6918301,3103,Unitika Ltd.,852780,"$2,930,215.86 ",0.000682897,Textiles,JP,---
,6646817,NML,Nishat Mills Ltd.,4271454,"$2,927,837.77 ",0.000682343,Textiles,PK,---
,BL3HKC6,9928,Times Neighborhood Holdings Ltd.,4703303,"$2,927,379.53 ",0.000682236,Environmental & Facilities Services,KY,---
,6899804,6369,Toyo Kanetsu KK,133244,"$2,925,555.96 ",0.000681811,Oil & Gas Equipment & Services,JP,---
,4103518,CAI,Cairo Communication SPA,959477,"$2,925,173.45 ",0.000681722,Advertising,IT,---
,6619842,2899,Nagatanien Holdings Co. Ltd.,145466,"$2,922,451.44 ",0.000681087,Packaged Foods & Meats,JP,---
,B0N3K50,MUR,Murray & Roberts Holdings Ltd.,3838613,"$2,920,169.01 ",0.000680556,Construction & Engineering,ZA,---
,BP3RDC5,600426,Shandong Hualu Hengsheng Chemical Co. Ltd.,1021674,"$2,915,962.23 ",0.000679575,Fertilizers & Agricultural Chemicals,CN,---
,6327855,2692,Itochu-Shokuhin Co. Ltd.,60699,"$2,912,810 ",0.000678841,Food Distributors,JP,---
,6422642,1714,Ho Tung Chemical Corp.,12240141,"$2,911,904.95 ",0.00067863,Commodity Chemicals,TW,---
,BP3RD36,600801,Huaxin Cement Co. Ltd.,766581,"$2,911,194.36 ",0.000678464,Construction Materials,CN,---
,BD6QVT8,2506,GCL System Integration Technology Co. Ltd.,3426000,"$2,907,935.11 ",0.000677704,Semiconductors,CN,---
,6802738,900910,Shanghai Highly Group Co. Ltd.,4285008,"$2,907,207.21 ",0.000677535,Industrial Machinery,CN,---
,BD5CL75,2049,Unigroup Guoxin Microelectronics Co. Ltd.,395974,"$2,892,673.64 ",0.000674148,Electronic Components,CN,---
,6600879,323,Maanshan Iron & Steel Co. Ltd.,7132000,"$2,891,768.77 ",0.000673937,Steel,CN,---
,6324511,2607,Evergreen International Storage & Transport Corp.,6029793,"$2,890,477.28 ",0.000673636,Marine Ports & Services,TW,---
,BP3R6Y8,601333,Guangshen Railway Co. Ltd. Class A,6568600,"$2,887,734.96 ",0.000672997,Railroads,CN,---
,B00PTJ6,ITD-F,Italian-Thai Development PCL,58091352,"$2,885,178.01 ",0.000672401,Construction & Engineering,TH,---
,BYM5YY2,3926,Open Door Inc.,201512,"$2,884,556.15 ",0.000672256,Internet & Direct Marketing Retail,JP,---
,B3F2324,100120,Vieworks Co. Ltd.,105942,"$2,880,809.51 ",0.000671383,Health Care Equipment,KR,---
,6805005,9110,NS United Kaiun Kaisha Ltd.,140452,"$2,880,621.78 ",0.000671339,Marine,JP,---
,6021492,6718,Aiphone Co. Ltd.,170492,"$2,878,758 ",0.000670905,Communications Equipment,JP,---
,B0C5QR1,IDFC,IDFC Ltd.,5228049,"$2,875,923.22 ",0.000670244,Specialized Finance,IN,---
,B1G2RD8,6640,Dai-ichi Seiko Co. Ltd.,119166,"$2,874,880.49 ",0.000670001,Electronic Components,JP,---
,6583851,9946,Ministop Co. Ltd.,213432,"$2,873,863.14 ",0.000669764,Food Retail,JP,---
,BSVXB88,607,Fullshare Holdings Ltd.,124177319,"$2,871,030.04 ",0.000669104,Heavy Electrical Equipment,KY,---
,6640369,5563,Nippon Denko Co. Ltd.,1802909,"$2,864,457.34 ",0.000667572,Steel,JP,---
,6335256,11690,Yuyang DNU Co. Ltd.,679702,"$2,864,312.95 ",0.000667538,Electrical Components & Equipment,KR,---
,B2RJKP8,1812,Shandong Chenming Paper Holdings Ltd.,6127312,"$2,863,531.82 ",0.000667356,Paper Products,CN,---
,BHNC6X6,LHI,Leong Hup International Bhd.,13281100,"$2,860,260.23 ",0.000666594,Packaged Foods & Meats,MY,---
,BD5CJQ0,2439,Venustech Group Inc.,588500,"$2,859,144 ",0.000666333,Systems Software,CN,---
,BP3R4S8,600369,Southwest Securities Co. Ltd. Class A,3824609,"$2,853,860.77 ",0.000665102,Investment Banking & Brokerage,CN,---
,BD5LSR1,2468,STO Express Co. Ltd. Class A,1018893,"$2,853,779.55 ",0.000665083,Air Freight & Logistics,CN,---
,B3MDMR8,122900,iMarketKorea Inc.,317921,"$2,851,313.86 ",0.000664509,Trading Companies & Distributors,KR,---
,6291400,6789,Roland DG Corp.,142895,"$2,846,821.83 ",0.000663462,"Technology Hardware, Storage & Periphera",JP,---
,6428866,6247,Hisaka Works Ltd.,307831,"$2,839,328.89 ",0.000661715,Industrial Machinery,JP,---
,6800141,900901,INESA Intelligent Tech Inc.,4645954,"$2,836,058.55 ",0.000660953,Internet Services & Infrastructure,CN,---
,B031CM5,SALFACORP,Salfacorp SA,4942048,"$2,836,050.38 ",0.000660951,Construction & Engineering,CL,---
,6439255,4343,Aeon Fantasy Co. Ltd.,105724,"$2,834,270.65 ",0.000660537,Leisure Facilities,JP,---
,BD5CNS0,709,Hesteel Co. Ltd.,7645763,"$2,834,253.49 ",0.000660533,Steel,CN,---
,B24HH65,3249,Industrial & Infrastructure Fund Investment Corp.,1855,"$2,829,402.84 ",0.000659402,Industrial REITs,JP,---
,B712SF4,121800,Vidente Co. Ltd.,422874,"$2,827,231.47 ",0.000658896,Electronic Equipment & Instruments,KR,---
,6084503,2401,Sunplus Technology Co. Ltd.,6244752,"$2,827,102.82 ",0.000658866,Semiconductors,TW,---
,6961888,2918,Warabeya Nichiyo Holdings Co. Ltd.,176364,"$2,821,048.90 ",0.000657455,Packaged Foods & Meats,JP,---
,BP3R5N0,601992,BBMG Corp.,5263291,"$2,820,689.60 ",0.000657372,Construction Materials,CN,---
,BD5CHS8,2299,Fujian Sunner Development Co. Ltd.,813900,"$2,815,554.73 ",0.000656175,Packaged Foods & Meats,CN,---
,B0MRY40,6730,Seobu T&D,373804,"$2,808,638.93 ",0.000654563,Automotive Retail,KR,---
,BYQ3G35,6191,Airtrip Corp.,154074,"$2,806,533.76 ",0.000654072,Internet & Direct Marketing Retail,JP,---
,6084268,588,Beijing North Star Co. Ltd.,8561234,"$2,802,463.88 ",0.000653124,Real Estate Development,CN,---
,B03MNK3,ALARK,Alarko Holding AS,2800598,"$2,801,194.82 ",0.000652828,Industrial Conglomerates,TR,---
,6558901,7844,Marvelous Inc.,420282,"$2,800,552.12 ",0.000652678,Interactive Home Entertainment,JP,---
,6011200,7238,Akebono Brake Industry Co. Ltd.,1256824,"$2,794,814.16 ",0.000651341,Auto Parts & Equipment,JP,---
,BDCSC73,6178,Everbright Securities Co. Ltd.,3400456,"$2,783,081.58 ",0.000648607,Investment Banking & Brokerage,CN,---
,BD5CBG4,938,Unisplendour Corp. Ltd.,612723,"$2,783,071.09 ",0.000648604,Technology Distributors,CN,---
,4821672,SOLAR B,Solar A/S Class B,61975,"$2,782,399.84 ",0.000648448,Trading Companies & Distributors,DK,---
,6621966,NFTA,Naphtha Israel Petroleum Corp. Ltd.,464665,"$2,780,908.90 ",0.000648101,Oil & Gas Exploration & Production,IL,---
,BYTM026,ORI-F,Origin Property PCL,11922647,"$2,780,597.59 ",0.000648028,Real Estate Development,TH,---
,B98B6W1,CARERATING,Care Ratings Ltd.,310461,"$2,780,172.69 ",0.000647929,Financial Exchanges & Data,IN,---
,B4N6ZM9,SSIA,Surya Semesta Internusa Tbk PT,58871944,"$2,776,310.88 ",0.000647029,Construction & Engineering,ID,---
,6356990,1899,Fukuda Corp.,61829,"$2,776,175.86 ",0.000646997,Construction & Engineering,JP,---
,BP3R6Z9,601555,SooChow Securities Co. Ltd.,1929500,"$2,775,293.35 ",0.000646792,Investment Banking & Brokerage,CN,---
,BZ14KS3,18250,Aekyung Industrial Co. Ltd.,112965,"$2,764,831.90 ",0.000644354,Household Products,KR,---
,BYMQVK0,EGATIF,North Bangkok Power Plant Block 1 Infrastructure Fund - EGAT,6679200,"$2,763,774.36 ",0.000644107,---,TH,---
,6041962,7554,Kourakuen Holdings Corp.,144793,"$2,754,039.57 ",0.000641839,Restaurants,JP,---
,5331114,VAN,Van de Velde NV,82005,"$2,746,030.52 ",0.000639972,"Apparel, Accessories & Luxury Goods",BE,---
,6580841,3059,Altek Corp.,3416823,"$2,744,676.58 ",0.000639656,Consumer Electronics,TW,---
,B1WGT83,95660,Neowiz,187808,"$2,743,803.32 ",0.000639453,Interactive Home Entertainment,KR,---
,B8XF8R0,VMART,V-Mart Retail Ltd.,118416,"$2,742,419.51 ",0.00063913,Department Stores,IN,---
,6055361,4216,ASAHI YUKIZAI Corp.,168079,"$2,741,602.12 ",0.00063894,Commodity Chemicals,JP,---
,B0YZFQ1,2475,WDB Holdings Co. Ltd.,111089,"$2,740,486.26 ",0.00063868,Human Resource & Employment Services,JP,---
,B6VG8G0,S7OU,Asian Pay Television Trust,21785549,"$2,736,139.10 ",0.000637667,Cable & Satellite,SG,---
,BK10P03,FLUOROCHEM,Gujarat Fluorochemicals Ltd.,314441,"$2,731,496.15 ",0.000636585,Specialty Chemicals,IN,---
,B4V14H4,MLD,MACA Ltd.,3707414,"$2,730,537.42 ",0.000636361,Diversified Metals & Mining,AU,---
,6487458,8168,Keiyo Co. Ltd.,520320,"$2,728,724.49 ",0.000635939,Home Improvement Retail,JP,---
,B0C5VF4,SKT,SKY Network Television Ltd.,5690955,"$2,726,220.80 ",0.000635355,Cable & Satellite,NZ,---
,BP3RFS5,600487,Hengtong Optic-electric Co. Ltd.,1165260,"$2,726,202.98 ",0.000635351,Communications Equipment,CN,---
,6800798,900902,Shanghai Shibei Hi-Tech Co. Ltd. Class B,7096715,"$2,726,128.91 ",0.000635334,Real Estate Development,CN,---
,BD5CNL3,2065,DHC Software Co. Ltd. Class A,1835000,"$2,721,467.60 ",0.000634248,IT Consulting & Other Services,CN,---
,BD5CMG1,402,Financial Street Holdings Co. Ltd. Class A,2331266,"$2,717,092.84 ",0.000633228,Real Estate Development,CN,---
,6483638,8338,Tsukuba Bank Ltd.,1242375,"$2,715,743.78 ",0.000632914,Regional Banks,JP,---
,BP3R585,600489,Zhongjin Gold Corp. Ltd.,2239200,"$2,711,783.35 ",0.000631991,Gold,CN,---
,6498308,7914,Kyodo Printing Co. Ltd.,99441,"$2,709,783.58 ",0.000631525,Commercial Printing,JP,---
,B63MCN1,JE,Just Energy Group Inc.,1614104,"$2,709,750.66 ",0.000631517,Multi-Utilities,CA,---
,6196594,8530,Chukyo Bank Ltd.,132941,"$2,709,114.56 ",0.000631369,Regional Banks,JP,---
,6775186,6444,Sanden Holdings Corp.,351014,"$2,707,422.93 ",0.000630974,Auto Parts & Equipment,JP,---
,6497941,5602,Kurimoto Ltd.,136087,"$2,704,848.11 ",0.000630374,Steel,JP,---
,B3X0911,8713,FIDEA Holdings Co. Ltd.,2126568,"$2,704,591.31 ",0.000630314,Regional Banks,JP,---
,B3P7N29,SBRCY,Sberbank of Russia PJSC,164740,"$2,701,736 ",0.000629649,Diversified Banks,RU,ADR
,6871277,4025,Taki Chemical Co. Ltd.,63146,"$2,700,224.38 ",0.000629297,Fertilizers & Agricultural Chemicals,JP,---
,6057204,1308,Asia Polymer Corp.,5120752,"$2,696,713.11 ",0.000628478,Commodity Chemicals,TW,---
,B03MWQ2,OTKAR,Otokar Otomotiv Ve Savunma Sanayi A.S.,100955,"$2,695,496.56 ",0.000628195,Construction Machinery & Heavy Trucks,TR,---
,BP3R693,600068,China Gezhouba Group Co. Ltd.,2808367,"$2,694,379.56 ",0.000627935,Construction & Engineering,CN,---
,B0N9WT6,2461,F@N Communications Inc.,611474,"$2,692,985.83 ",0.00062761,Advertising,JP,---
,BYWVH07,182400,NKMax Co. Ltd.,289104,"$2,691,522.25 ",0.000627269,Biotechnology,KR,---
,BYYFJB2,600297,China Grand Automotive Services Group Co. Ltd.,5742994,"$2,688,904.54 ",0.000626659,Automotive Retail,CN,---
,BYMQVW2,EGATIF-F,North Bangkok Power Plant Block 1 Infrastructure Fund - EGAT,6493726,"$2,687,027.41 ",0.000626221,---,TH,---
,BF5JNV8,2280,HC Group Inc.,9015630,"$2,685,776.78 ",0.00062593,Trading Companies & Distributors,KY,---
,BD5CCV6,300207,Sunwoda Electronic Co. Ltd.,956900,"$2,685,129.58 ",0.000625779,Electrical Components & Equipment,CN,---
,BG0TPX6,FCH,Funding Circle Holdings plc,2303780,"$2,683,556.06 ",0.000625412,Consumer Finance,GB,---
,6857943,SNGP,SUI Northern Gas Pipeline,5450904,"$2,681,860.66 ",0.000625017,Gas Utilities,PK,---
,BD5CPZ1,157,Zoomlion Heavy Industry Science and Technology Co. Ltd.,2789100,"$2,680,574.51 ",0.000624717,Construction Machinery & Heavy Trucks,CN,---
,6894809,3470,Yuanta Securities Korea Co. Ltd.,1083742,"$2,676,716.95 ",0.000623818,Investment Banking & Brokerage,KR,---
,BH7SVD5,547,Digital Domain Holdings Ltd.,293458250,"$2,672,669.42 ",0.000622875,Movies & Entertainment,BM,---
,BP3R9D8,600219,Shandong Nanshan Aluminum Co. Ltd.,8300300,"$2,672,423.08 ",0.000622818,Aluminum,CN,---
,BZ404M0,3380,Harim Holdings Co. Ltd.,360803,"$2,668,904.61 ",0.000621998,Packaged Foods & Meats,KR,---
,4569530,AKW,AKWEL,117941,"$2,668,164.90 ",0.000621825,Auto Parts & Equipment,FR,---
,6286202,200152,Shandong Airlines Co. Ltd. Class B,2268651,"$2,663,601.44 ",0.000620762,Airlines,CN,---
,BP3R4B1,601018,Ningbo Zhoushan Port Co. Ltd. Class A,4875500,"$2,663,209.49 ",0.00062067,Marine Ports & Services,CN,---
,BP3R4V1,600109,Sinolink Securities Co. Ltd.,1989646,"$2,663,118.06 ",0.000620649,Investment Banking & Brokerage,CN,---
,B02TWL9,LEW,Lewis Group Ltd.,1083310,"$2,659,978.48 ",0.000619917,Homefurnishing Retail,ZA,---
,6591003,HELI,Heliopolis Housing,1804984,"$2,659,793.60 ",0.000619874,Diversified Real Estate Activites,EG,---
,6324618,1711,Everlight Chemical Industrial Corp.,5106329,"$2,657,597.55 ",0.000619362,Specialty Chemicals,TW,---
,6156037,2545,Huang Hsiang Construction Corp.,1987571,"$2,657,108.66 ",0.000619248,Diversified Real Estate Activites,TW,---
,BP3R3N6,600256,Guanghui Energy Co. Ltd.,5578800,"$2,654,789.71 ",0.000618708,Integrated Oil & Gas,CN,---
,BZ60JT0,280360,Lotte Confectionery Co. Ltd.,20576,"$2,654,732.40 ",0.000618695,Packaged Foods & Meats,KR,---
,BFLTDL2,1672,Ascletis Pharma Inc.,6949000,"$2,651,317.58 ",0.000617899,Biotechnology,KY,---
,6587615,8350,Michinoku Bank Ltd.,193349,"$2,650,662.70 ",0.000617746,Regional Banks,JP,---
,6447311,4345,CTS Co. Ltd.,373184,"$2,646,849.44 ",0.000616857,Diversified Support Services,JP,---
,6804284,9304,Shibusawa Warehouse Co. Ltd.,121888,"$2,643,975.13 ",0.000616188,Air Freight & Logistics,JP,---
,BFY8H03,300529,Jafron Biomedical Co. Ltd.,256057,"$2,643,163.83 ",0.000615999,Health Care Equipment,CN,---
,6141088,2841,Taiwan Land Development Corp.,8808935,"$2,641,183.23 ",0.000615537,Real Estate Development,TW,---
,6248503,3545,Daishin Securities Co. Ltd. Preference Shares,341235,"$2,641,106.71 ",0.000615519,Investment Banking & Brokerage,KR,---
,BD5CFF1,627,Hubei Biocause Pharmaceutical Co. Ltd.,2609134,"$2,638,874.94 ",0.000614999,Life & Health Insurance,CN,---
,BP3R574,603993,China Molybdenum Co. Ltd.,4201800,"$2,635,769.48 ",0.000614275,Diversified Metals & Mining,CN,---
,B1CFCC5,3053,Pepper Food Service Co. Ltd.,228298,"$2,634,185.01 ",0.000613906,Restaurants,JP,---
