,SEDOL,ticker,name,ESG
6332,BD5CGH0,300113,Hangzhou Shunwang Technology Co. Ltd. Class A,N
6333,B03MVP4,KORDS,Kordsa Teknik Tekstil AS,N
6334,BD5CKK1,729,Beijing Yanjing Brewery Co. Ltd.,N
6335,BD5CLL9,778,Xinxing Ductile Iron Pipes Co. Ltd.,N
6336,6657886,4221,Okura Industrial Co. Ltd.,Y
6337,6356309,6955,FDK Corp.,Y
6338,BD5CJV5,598,Chengdu Xingrong Environment Co. Ltd.,N
6339,BP3R6D7,601866,COSCO SHIPPING Development Co. Ltd.,N
6340,6208682,6016,Concord Securities Co. Ltd.,Y
6341,6349956,RAIN,Rain Industries Ltd.,N
6342,BD5CK34,998,Yuan Longping High-tech Agriculture Co. Ltd.,N
6343,6182087,30610,Kyobo Securities Co. Ltd.,N
6344,BP3RGQ0,600657,Cinda Real Estate Co. Ltd.,N
6345,BP3R6F9,600549,Xiamen Tungsten Co. Ltd.,N
6346,6907150,7937,Tsutsumi Jewelry Co. Ltd.,N
6347,6738907,2395,Shin Nippon Biomedical Laboratories Ltd.,N
6348,6623906,64240,Homecast Co. Ltd.,Y
6349,6776888,8011,Sanyo Shokai Ltd.,N
6350,B0XTD15,SADBHAV,Sadbhav Engineering Ltd.,N
6351,B92LTP1,3178,CHIMNEY Co. Ltd.,N
6352,6863519,SSGC,SUI Southern Gas Co. Ltd.,Y
6353,6724230,SAMART-F,Samart Corp. PCL,N
6354,BD57BV4,2008,Phoenix Media Investment Holdings Ltd.,Y
6355,B24GTQ6,97955,CJ CheilJedang Corp. Preference Shares,N
6356,BJXBQ59,RUHN,Ruhnn Holding Ltd. ADR,Y
6357,BD5CHL1,2131,Leo Group Co. Ltd. Class A,N
6358,BDZQKJ2,1269,China First Capital Group Ltd.,Y
6359,6494287,8551,Kita-Nippon Bank Ltd.,Y
6360,BD5CM05,2294,Shenzhen Salubris Pharmaceuticals Co. Ltd. Class A,N
6361,BK947N4,603708,Jiajiayue Group Co. Ltd. Class A,N
6362,6328182,2240,KISWIRE Ltd.,Y
6363,B1747D3,38060,Lumens Co. Ltd.,N
6364,6609445,6244,Motech Industries Inc.,N
6365,6127378,29460,KC Co. Ltd.,Y
6366,6488912,7513,Kojima Co. Ltd.,N
6367,6244932,DGKC,DG Khan Cement Co. Ltd.,N
6368,BD5C8C9,2281,Accelink Technologies Co. Ltd.,N
6369,4645731,NCC A,NCC AB,N
6370,B66Q694,4164,CHC HEALTHCARE GROUP,Y
6371,6357261,6945,Fujitsu Frontech Ltd.,N
6372,BP3R790,600348,Yang Quan Coal Industry Group Co. Ltd. Class A,N
6373,4571784,NHH,NH Hotel Group SA,N
6374,BD5LT56,990,Chengzhi Co. Ltd.,N
6375,6805210,1720,Shinyoung Securities Co. Ltd.,N
6376,6587637,67080,Dae Hwa Pharmaceutical Co. Ltd.,Y
6377,2672322,PNVL3,Dimed SA Distribuidora da Medicamentos,N
6378,BD5CDK2,2019,Yifan Pharmaceutical Co. Ltd.,N
6379,BD8NZQ2,TOPS,Totalindo Eka Persada Tbk PT,N
6380,B4070X1,53210,KT Skylife Co. Ltd.,N
6381,BWCH4B1,138250,NS Shopping Co. Ltd.,Y
6382,BFY8G73,537,Tianjin Guangyu Development Co. Ltd. Class A,N
6383,BD5M1J7,300296,Leyard Optoelectronic Co. Ltd.,N
6384,B58PM83,BWPT,Eagle High Plantations Tbk PT,N
6385,B1VWWT4,8030,Mediterranean & Gulf Insurance & Reinsurance Co.,N
6386,BD5CDP7,89,Shenzhen Airport Co. Ltd.,N
6387,BD5CDL3,690,Guangdong Baolihua New Energy Stock Co. Ltd. Class A,N
6388,BD5CFW8,2340,GEM Co. Ltd.,N
6389,BD5C841,2138,Shenzhen Sunlord Electronics Co. Ltd.,N
6390,BD5M001,2156,TongFu Microelectronics Co. Ltd. Class A,N
6391,6143396,900953,Kama Co. Ltd. Class B,Y
6392,6005184,2374,Ability Enterprise Co. Ltd.,Y
6393,BD5CJ93,937,Jizhong Energy Resources Co. Ltd. Class A,N
6394,BD5CG70,2444,Hang Zhou Great Star Industrial Co. Ltd. Class A,N
6395,6419332,NBP,NATIONAL BANK OF PAKISTAN,N
6396,2094788,BESALCO,Besalco SA,Y
6397,6116116,5351,Etron Technology Inc.,Y
6398,6894144,8842,Tokyo Rakutenchi Co. Ltd.,N
6399,BFYQHF2,601838,Bank of Chengdu Co. Ltd.,N
6400,6793304,8061,Seika Corp.,N
6401,B5B5C35,BANEP,Bashneft PAO Preference Shares,N
6402,B03MNX6,ANACM,Anadolu Cam Sanayii AS,N
6403,BD5CGV4,300001,Qingdao TGOOD Electric Co. Ltd. Class A,N
6404,BP3RCG2,600446,Shenzhen Kingdom Sci-Tech Co. Ltd. Class A,N
6405,B28XTY1,BLU,Blue Label Telecoms Ltd.,N
6406,BD5CDW4,21,Shenzhen Kaifa Technology Co. Ltd. Class A,N
6407,BYZW4H3,603883,Laobaixing Pharmacy Chain JSC,N
6408,BD5CFQ2,2595,Shandong Himile Mechanical Science & Technology Co. Ltd. Class A,N
6409,BD6V5B3,2818,Chengdu Fusen Noble-House Industrial Co. Ltd. Class A,N
6410,BD6QWS4,2831,Shenzhen YUTO Packaging Technology Co. Ltd.,N
6411,BD5CKN4,413,Tunghsu Optoelectronic Technology Co. Ltd. Class A,N
6412,B51BL70,1361,361 Degrees International Ltd.,N
6413,BD5CFV7,2429,Shenzhen MTC Co. Ltd. Class A,N
6414,BD5M294,2745,MLS Co. Ltd.,N
6415,BHQPS70,300454,Sangfor Technologies Inc.,N
6416,BK71FX3,601236,Hongta Securities Co. Ltd. Class A,N
6417,B1GD708,3825,Remixpoint Inc.,N
6418,6450858,11760,Hyundai Corp.,N
6419,B4WW142,TRGYO,Torunlar Gayrimenkul Yatirim Ortakligi AS,Y
6420,BNLPLJ0,1980,Tian Ge Interactive Holdings Ltd.,Y
6421,BD5M2J4,959,Beijing Shougang Co. Ltd. Class A,N
6422,6496539,2020,Kolon Corp.,N
6423,BHQPRV7,2926,Huaxi Securities Co. Ltd.,N
6424,BKKFSJ9,CLWN,Charter Hall Long Wale REIT,N
6425,6899923,7236,T RAD Co. Ltd.,N
6426,BD5M1Q4,2251,Better Life Commercial Chain Share Co. Ltd. Class A,N
6427,6230834,GEPIL,GE Power India Ltd.,N
6428,BD5CP39,46,Oceanwide Holdings Co. Ltd. Class A,N
6429,BYXS0X1,601375,Central China Securities Co. Ltd. Class A,N
6430,6588403,2760,Tokyo Electron Device Ltd.,N
6431,6989590,6279,Zuiko Corp.,Y
6432,6726418,19680,Daekyo Co. Ltd.,Y
6433,BP3R8Y2,600823,Shanghai Shimao Co. Ltd. Class A,N
6434,B05KJP2,8793,NEC Capital Solutions Ltd.,N
6435,BP3RFZ2,600120,Zhejiang Orient Financial Holdings Group Co. Ltd. Class A,N
6436,BP3R8X1,600056,China Meheco Co. Ltd.,N
6437,9013366,---,ABB POWER PRODUCTS & SYSTEMS INDIA (DUMMY LINE),Y
6438,BD5CHG6,2244,Hangzhou Binjiang Real Estate Group Co. Ltd. Class A,N
6439,6139890,GET&D,GE T&D India Ltd.,Y
6440,BD5M1R5,688,Guocheng Mining Co. Ltd.,N
6441,BHFHRP8,1302,Bawan Co.,N
6442,4936394,STLN,Schmolz + Bickenbach AG,N
6443,B0LX4B6,VTG,Vita Group Ltd.,Y
6444,6167125,23160,TK Corp.,Y
6445,BD5CLN1,800,FAW CAR Co. Ltd. Class A,N
6446,BYYFJC3,600466,Sichuan Languang Development Co. Ltd.,N
6447,BD5C9N7,2273,Zhejiang Crystal-Optech Co. Ltd. Class A,N
6448,BD5CFM8,2572,Suofeiya Home Collection Co. Ltd.,N
6449,BP3R1T8,600685,CSSC Offshore and Marine Engineering Group Co. Ltd. Class A,N
6450,BFY8HH0,935,Sichuan Shuangma Cement Co. Ltd.,N
6451,B128GS8,4080,Aseer Trading Tourism & Manufacturing Co.,N
6452,B03MZP2,ZOREN,Zorlu Enerji Elektrik Uretim AS,Y
6453,6196572,5992,Chuo Spring Co. Ltd.,N
6454,B1L55H2,2340,AlAbdullatif Industrial Investment Co.,N
6455,B03MRX4,EGEEN,EGE Endustri VE Ticaret AS,Y
6456,BPF0559,192400,Cuckoo Holdings Co. Ltd.,N
6457,6593117,MTL,Millat Tractors Ltd.,Y
6458,BP3R9F0,601000,TangShan Port Group Co. Ltd.,N
6459,B03MTC7,GUBRF,Gubre Fabrikalari TAS,Y
6460,6684594,2698,Weiqiao Textile Co.,Y
6461,6190938,1701,China Chemical & Pharmaceutical Co. Ltd.,N
6462,BD5CH11,2344,Haining China Leather Market Co. Ltd.,N
6463,BD5CJ15,997,Newland Digital Technology Co. Ltd.,N
6464,6908283,1065,Tianjin Capital Environmental Protection Group Co. Ltd.,N
6465,BD5CD79,300212,Beijing E-Hualu Information Technology Co. Ltd.,N
6466,B1Z2X53,ALBRK,Albaraka Turk Katilim Bankasi AS,N
6467,BD5CJ37,2373,China TransInfo Technology Co. Ltd.,N
6468,BFF5BX4,600598,Heilongjiang Agriculture Co. Ltd. Class A,N
6469,BFY8GZ1,300482,Guangzhou Wondfo Biotech Co. Ltd.,N
6470,BWT5TJ1,600871,Sinopec Oilfield Service Corp. Class A,N
6471,B3DD1X6,2183,Linical Co. Ltd.,N
6472,BD5C829,300009,Anhui Anke Biotechnology Group Co. Ltd. Class A,N
6473,B1HNTW3,FORUS,Forus SA,Y
6474,BP3R596,600688,Sinopec Shanghai Petrochemical Co. Ltd.,N
6475,BD5M2C7,2203,Zhejiang Hailiang Co. Ltd. Class A,N
6476,6988757,5013,Yushiro Chemical Industry Co. Ltd.,Y
6477,BSNLDG2,451,GCL New Energy Holdings Ltd.,Y
6478,BP3RBC1,601880,Dalian Port PDA Co. Ltd. Class A,N
6479,B63KM13,9413,Tv Tokyo Holdings Corp.,N
6480,BYQDMK4,603355,KingClean Electric Co. Ltd. Class A,N
6481,BP3RG37,600325,Huafa Industrial Co. Ltd. Zhuhai Class A,N
6482,BFY8GV7,2916,Shennan Circuits Co. Ltd.,N
6483,6354187,2450,Senao International Co. Ltd.,Y
6484,BP46XQ5,400,Cogobuy Group,Y
6485,BP3RC62,600580,Wolong Electric Group Co. Ltd. Class A,N
6486,BD5LSW6,2458,Shandong Yisheng Livestock & Poultry Breeding Co. Ltd. Class A,N
6487,6581361,5017,Fuji Oil Co. Ltd.,N
6488,BYW5N12,601966,Shandong Linglong Tyre Co. Ltd. Class A,N
6489,BD5CHF5,960,Yunnan Tin Co. Ltd.,N
6490,BD5CP17,300433,Lens Technology Co. Ltd. Class A,N
6491,6307341,2331,Elitegroup Computer Systems Co. Ltd.,N
6492,BC5MTP2,FCONSUMER,Future Consumer Ltd.,Y
6493,B59CXB3,LSNGP,Lenenergo PJSC Preference Shares,Y
6494,6381594,51500,CJ Freshway Corp.,Y
6495,B1TRMQ8,IBREALEST,Indiabulls Real Estate Ltd.,Y
6496,B1Z69H9,825,New World Department Store China Ltd.,Y
6497,BD5CN02,300168,Wonders Information Co. Ltd. Class A,N
6498,BD5CG03,300496,Thunder Software Technology Co. Ltd. Class A,N
6499,BYYFJR8,603806,Hangzhou First Applied Material Co. Ltd. Class A,N
6500,BD5CLW0,60,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd. Class A,N
6501,BP3RB43,600967,Inner Mongolia First Machinery Group Co. Ltd. Class A,N
6502,BP3RGN7,600667,Wuxi Taiji Industry Co. Ltd.,N
6503,BD5CKF6,547,Addsino Co. Ltd. Class A,N
6504,BD5CH55,2191,Shenzhen Jinjia Group Co. Ltd. Class A,N
6505,BKDQ8C2,300682,Longshine Technology Co. Ltd.,N
6506,BD5CLP3,718,Suning Universal Co. Ltd. Class A,N
6507,6409991,33920,Muhak Co. Ltd.,N
6508,BD5LY17,739,Apeloa Pharmaceutical Co. Ltd. Class A,N
6509,BZ0D1V1,601016,CECEP Wind-Power Corp. Class A,N
6510,BD5CCM7,767,Shanxi Zhangze Electric Power Co. Ltd.,N
6511,BD5CG92,2128,Huolinhe Opencut Coal Industry Corp. Ltd. of Inner Mongolia,N
6512,BF7TLK1,931,China LNG Group Ltd.,Y
6513,B02YWV4,WORK-F,Workpoint Entertainment PCL,N
6514,BD5C9X7,2123,Montnets Rongxin Technology Group Co. Ltd. Class A,N
6515,B045FZ0,2428,Wellnet Corp.,Y
6516,BD5CK45,2375,Zhejiang Yasha Decoration Co. Ltd. Class A,N
6517,B1ZBDG1,TON,Tongaat Hulett Ltd.,N
6518,6708256,1737,Taiyen Biotech Co. Ltd.,Y
6519,6008291,200761,Bengang Steel Plates Co. Ltd. Class B,N
6520,6597142,3864,Mitsubishi Paper Mills Ltd.,Y
6521,6203513,7955,Cleanup Corp.,N
6522,BD5CQP8,564,CCOOP Group Co. Ltd.,N
6523,BP3RD81,600755,Xiamen ITG Group Corp. Ltd. Class A,N
6524,B5SZFJ5,APLN,AGUNG PODOMORO LAND TBK PT,Y
6525,BFY8GX9,2920,Huizhou Desay Sv Automotive Co. Ltd. Class A,N
6526,BP3R5J6,600597,Bright Dairy & Food Co. Ltd. Class A,N
6527,6133698,17940,E1 Corp.,Y
6528,BP3RGJ3,600185,Gree Real Estate Co. Ltd.,N
6529,6806495,900924,Shang Gong Group Co. Ltd. Class B,Y
6530,BD5CG47,300115,Shenzhen Everwin Precision Technology Co. Ltd. Class A,N
6531,B0R0QB5,79430,Hyundai Livart Furniture Co. Ltd.,N
6532,B3D0VR1,82640,Tongyang Life Insurance Co. Ltd.,N
6533,BD5CJL5,2368,Taiji Computer Corp. Ltd. Class A,N
6534,B02ZP96,TTM,Tata Motors Ltd. ADR,N
6535,BF18NK8,NCZ,New Century Resources Ltd.,N
6536,BFCCPZ8,951,CNHTC Jinan Truck Co. Ltd.,N
6537,BP3RBG5,600039,Sichuan Road & Bridge Co. Ltd. Class A,N
6538,BHQPSD6,300523,Beijing Global Safety Technology Co. Ltd. Class A,N
6539,BP3R950,600007,China World Trade Center Co. Ltd. Class A,N
6540,BD5CGM5,300026,Tianjin Chase Sun Pharmaceutical Co. Ltd. Class A,N
6541,BD76153,300474,Changsha Jingjia Microelectronics Co. Ltd. Class A,N
6542,BYWX8X3,3415,Tokyo Base Co. Ltd.,N
6543,BP3R8T7,600643,Shanghai AJ Group Co. Ltd.,N
6544,BD5CKD4,9,China Baoan Group Co. Ltd. Class A,N
6545,BTKFJD3,WHART,WHA Premium Growth Freehold & Leasehold Real Estate InvestmentTrust,Y
6546,BYW5QJ1,600233,YTO Express Group Co. Ltd. Class A,N
6547,6126773,EOH,EOH Holdings Ltd.,N
6548,BFYQHK7,600392,Shenghe Resources Holding Co. Ltd.,N
6549,B0BXJ22,1200,Eugene Investment & Securities Co. Ltd.,N
6550,BD5CLF3,732,Tahoe Group Co. Ltd.,N
6551,B00T062,CDD,Cardno Ltd.,N
6552,BTGCVD2,200670,Humedix Co. Ltd.,N
6553,6900342,7971,Toli Corp.,Y
6554,BP3R7N4,600252,Guangxi Wuzhou Zhongheng Group Co. Ltd. Class A,N
6555,BD5LYH3,35,China Tianying Inc. Class A,N
6556,BD5CF84,563,Shaanxi International Trust Co. Ltd. Class A,N
6557,BKDQ7Z8,2755,Beijing Aosaikang Pharmaceutical Co. Ltd. Class A,N
6558,BP3R8M0,600572,Zhejiang Conba Pharmaceutical Co. Ltd.,N
6559,BP3RB87,600874,Tianjin Capital Environmental Protection Group Co. Ltd. Class A,N
6560,BP3R9C7,601666,Pingdingshan Tianan Coal Mining Co. Ltd. Class A,N
6561,BD6QWC8,300180,Huafon Microfibre Shanghai Technology Co. Ltd.,N
6562,B3D4VQ2,2001,Methanol Chemicals Co.,N
6563,6192945,4150,Hansol Holdings Co. Ltd.,Y
6564,BP3R4F5,601231,Universal Scientific Industrial Shanghai Co. Ltd.,N
6565,6357829,4538,Fuso Pharmaceutical Industries Ltd.,Y
6566,BD5LV38,2091,Jiangsu Guotai International Group Co. Ltd.,N
6567,BS7K3P4,600777,Shandong Xinchao Energy Corp. Ltd.,N
6568,BYW5N89,603658,Autobio Diagnostics Co. Ltd. Class A,N
6569,BJTJ5R2,ITG,Intega Group Ltd.,N
6570,BD5LQM2,591,CECEP Solar Energy Co. Ltd. Class A,N
6571,BP3R745,600350,Shandong Hi-speed Co. Ltd. Class A,N
6572,BD5CD57,543,An Hui Wenergy Co. Ltd.,N
6573,BD5LWP7,300294,Boya Bio-pharmaceutical Group Co. Ltd. Class A,N
6574,B7LQNH3,3662,Ateam Inc.,N
6575,BP3R8L9,600582,Tian Di Science & Technology Co. Ltd.,N
6576,BFY8GH3,2511,C&S Paper Co. Ltd.,N
6577,BP3RHJ0,600507,Fangda Special Steel Technology Co. Ltd.,N
6578,6529383,49180,Cellumed Co. Ltd.,Y
6579,BD5LTN4,2675,Yantai Dongcheng Pharmaceutical Co. Ltd. Class A,N
6580,B06N217,KAPCO,Kot Addu Power Co. Ltd.,Y
6581,6141550,6839,Funai Electric Co. Ltd.,N
6582,BQQF4T7,J&KBANK,Jammu & Kashmir Bank Ltd.,Y
6583,BHQPSN6,300630,Hainan Poly Pharm Co. Ltd.,N
6584,6531010,2514,Long Bon International Co. Ltd.,N
6585,BD5LYQ2,501,Wuhan Department Store Group Co. Ltd. Class A,N
6586,BYV8NQ7,MTL,Mechel PJSC,N
6587,BFCCQG6,2648,Zhejiang Satellite Petrochemical Co. Ltd. Class A,N
6588,6705741,PTBL,Property & Building Corp. Ltd.,N
6589,BD6QWR3,2124,Tech-Bank Food Co. Ltd.,N
6590,BD5CDG8,300369,NSFOCUS Information Technology Co. Ltd. Class A,N
6591,BP3R8N1,601801,Anhui Xinhua Media Co. Ltd.,N
6592,BD5M2M7,921,Hisense Home Appliances Group Co. Ltd.,N
6593,6092357,882,Tianjin Development Holdings Ltd.,Y
6594,BFCCQY4,300616,Guangzhou Shangpin Home Collection Co. Ltd. Class A,N
6595,BP3RGY8,600420,Shanghai Shyndec Pharmaceutical Co. Ltd.,N
6596,BD5CLV9,2568,Shanghai Bairun Investment Holding Group Co. Ltd.,N
6597,B8P15C0,6617,Takaoka Toko Co. Ltd.,N
6598,BD5CMJ4,503,China Reform Health Management and Services Group Co. Ltd.,N
6599,B06N154,GDL,Gateway Distriparks Ltd.,Y
6600,B543NN3,LWB,Lubelski Wegiel Bogdanka SA,N
6601,BD5CGB4,300274,Sungrow Power Supply Co. Ltd. Class A,N
6602,BD5CGR0,2217,Holitech Technology Co. Ltd.,N
6603,BD5LXR6,2434,Zhejiang Wanliyang Co. Ltd. Class A,N
6604,6249498,1130,Dae Han Flour Mills Co. Ltd.,Y
6605,BP3RB98,600409,Tangshan Sanyou Chemical Industries Co. Ltd. Class A,N
6606,BK947P6,603638,Yantai Eddie Precision Machinery Co. Ltd. Class A,N
6607,6111348,2369,Lingsen Precision Industries Ltd.,Y
6608,BD5LW57,2557,Chacha Food Co. Ltd.,N
6609,BD5CC38,2583,Hytera Communications Corp. Ltd.,N
6610,6397988,4229,Gun-Ei Chemical Industry Co. Ltd.,N
6611,BD5M0M3,828,Dongguan Development Holdings Co. Ltd. Class A,N
6612,6597205,5632,Mitsubishi Steel Manufacturing Co. Ltd.,Y
6613,BFMXLH5,600728,PCI-Suntek Technology Co. Ltd. Class A,N
6614,6508478,230,Minmetals Land Ltd.,N
6615,6356729,4620,Fujikura Kasei Co. Ltd.,Y
6616,6154707,9934,Globe Union Industrial Corp.,Y
6617,B03MXH0,SKBNK,Sekerbank Turk AS,Y
6618,6898812,4401,Toung Loong Textile Manufacturing,Y
6619,BD5CQ70,2672,Dongjiang Environmental Co. Ltd. Class A,N
6620,B1RMW32,DISHTV,Dish TV India Ltd.,N
6621,B807W66,POLHO,Polisan Holding AS,N
6622,6099712,ARVIND,Arvind Ltd.,Y
6623,6439396,13990,Agabang&Company,N
6624,6145455,6470,Taiho Kogyo Co. Ltd.,N
6625,BP3RBX2,600970,Sinoma International Engineering Co. Class A,N
6626,6740344,3315,Nippon Coke & Engineering Co. Ltd.,N
6627,BD5CL53,712,Guangdong Golden Dragon Development Inc. Class A,N
6628,BD5CMR2,300315,Ourpalm Co. Ltd. Class A,N
6629,6002895,38,First Tractor Co. Ltd.,Y
6630,BD5CK23,300072,Beijing Sanju Environmental Protection and New Material Co. Ltd.,N
6631,BD5CFB7,2440,Zhejiang Runtu Co. Ltd. Class A,N
6632,B1L6PM0,4230,Red Sea International Co.,N
6633,BFYQHB8,601019,Shandong Publishing & Media Co. Ltd. Class A,N
6634,B4RCHB6,---,China Fiber Optic Network System Group Ltd.,N
6635,6497071,700,Eusu Holdings Co. Ltd.,Y
6636,BD5CJ71,2074,Guoxuan High-Tech Co. Ltd.,N
6637,BJVDZQ1,4006,Saudi Marketing Co.,N
6638,6174761,3041,ALI Corp.,N
6639,B5VJ8Z1,ESHRAQ,Eshraq Investments PJSC,Y
6640,BD5CB97,2092,Xinjiang Zhongtai Chemical Co. Ltd.,N
6641,2623944,NCMGY,Newcrest Mining Ltd.,N
6642,BJBPNF2,601298,Qingdao Port International Co. Ltd. Class A,N
6643,BD5CNW4,300027,Huayi Brothers Media Corp.,N
6644,BGBN6M3,600681,Bestsun Energy Co. Ltd. Class A,N
6645,6817442,900929,Shanghai Jinjiang International Travel Co. Ltd.,N
6646,BFYX6C3,603043,Guangzhou Restaurant Group Co. Ltd. Class A,N
6647,B0Y9DG9,SAGA PREF,Sagax AB Preference Shares,N
6648,BD5CBQ4,300188,Xiamen Meiya Pico Information Co. Ltd. Class A,N
6649,BD5CHT9,28,China National Accord Medicines Corp. Ltd.,N
6650,BD5C7W2,830,Luxi Chemical Group Co. Ltd.,N
6651,BD5CK12,62,Shenzhen Huaqiang Industry Co. Ltd. Class A,N
6652,6194985,27050,Coreana Cosmetics Co. Ltd.,Y
6653,BP3RDY7,600323,Grandblue Environment Co. Ltd.,N
6654,6510321,2495,Infortrend Technology Inc.,Y
6655,BD5M119,2737,Sunflower Pharmaceutical Group Co. Ltd.,N
6656,BD5CJZ9,2004,Huapont Life Sciences Co. Ltd. Class A,N
6657,B044JP5,GEO,Geox SPA,N
6658,6246961,2406,Gigastorage Corp.,Y
6659,6291905,4526,Tong-Tai Machine & Tool Co. Ltd.,Y
6660,B7FN2H3,OIH,ORASCOM INVESTMENT HOLDING,N
6661,BD5CL86,300058,Bluefocus Intelligent Communications Group Co. Ltd. Class A,N
6662,BYQDMF9,601689,Ningbo Tuopu Group Co. Ltd. Class A,N
6663,BD5CH77,300257,Zhejiang Kaishan Compressor Co. Ltd. Class A,N
6664,6341617,FBU,Fletcher Building Ltd.,N
6665,BD5CMB6,839,CITIC Guoan Information Industry Co. Ltd.,N
6666,BD5LZT2,2461,Guangzhou Zhujiang Brewery Co. Ltd. Class A,N
6667,BD25NM6,1872,China Merchants Port Group Co. Ltd. Class A,N
6668,BF2DZ84,603103,Hengdian Entertainment Co. Ltd.,N
6669,6494168,1866,Kitano Construction Corp.,N
6670,BP3RC28,600859,Wangfujing Group Co. Ltd. Class A,N
6671,6191287,1611,China Electric Manufacturing Corp.,Y
6672,BD5CM38,2773,Chengdu Kanghong Pharmaceutical Group Co. Ltd.,N
6673,BD5CHK0,300244,Dian Diagnostics Group Co. Ltd. Class A,N
6674,BYMMR11,1363,CT Environmental Group Ltd.,N
6675,BYVNZC2,553,ADAMA Ltd. Class A,N
6676,B11NWF3,3570,S&T Dynamics Co. Ltd.,N
6677,BHQPRQ2,2683,Guangdong Hongda Blasting Co. Ltd.,N
6678,BD5LWR9,2100,Tecon Biology Co. Ltd.,N
6679,BFY8H14,300567,Wuhan Jingce Electronic Group Co. Ltd.,N
6680,BD73KP7,8,China High Speed Railway Technology Co. Ltd. Class A,N
6681,BP3RB76,600729,Chongqing Department Store Co. Ltd. Class A,N
6682,BP3RF41,603077,Sichuan Hebang Biotechnology Co. Ltd.,N
6683,BK4XS55,601698,China Satellite Communications Co. Ltd. Class A,N
6684,BD6QV09,818,Hangjin Technology Co. Ltd.,N
6685,BD5CFD9,300166,Beijing Orient National Communication Science & Technology Co. Ltd. Class A,N
6686,BP3RBZ4,600094,Greattown Holdings Ltd. Class A,N
6687,BFY8G84,546,Jinyuan EP Co. Ltd. Class A,N
6688,BH6XX80,---,Albioma SA Loyalty Line,N
6689,BD5M089,2064,Zhejiang Huafeng Spandex Co. Ltd. Class A,N
6690,B1PLHJ2,717,Emperor Capital Group Ltd.,N
6691,BD5C8D0,2056,Hengdian Group DMEGC Magnetics Co. Ltd. Class A,N
6692,BP3R972,601001,Datong Coal Industry Co. Ltd. Class A,N
6693,BFCCQX3,300457,Shenzhen Yinghe Technology Co. Ltd.,N
6694,BYQDM37,600282,Nanjing Iron & Steel Co. Ltd.,N
6695,BD5C7Q6,2237,Shandong Humon Smelting Co. Ltd. Class A,N
6696,BHRV3N8,2705,Guangdong Xinbao Electrical Appliances Holdings Co. Ltd. Class A,N
6697,BP3R8W0,600879,China Aerospace Times Electronics Co. Ltd. Class A,N
6698,BD5C8L8,987,Guangzhou Yuexiu Financial Holdings Group Co. Ltd. Class A,N
6699,BD5CLZ3,826,Tus Environmental Science And Technology Development Co. Ltd.,N
6700,B99J4V9,GL-F,Group Lease PCL,N
6701,6419172,900937,Huadian Energy Co. Ltd.,N
6702,BHQPS81,300456,Navtech Inc./China Class A,N
6703,BYQDNL2,603589,Anhui Kouzi Distillery Co. Ltd.,N
6704,6118930,3421,Inaba Seisakusho Co. Ltd.,N
6705,BD5C9F9,300226,Shanghai Ganglian E-Commerce Holdings Co. Ltd. Class A,N
6706,B7NGK14,BEST,Bekasi Fajar Industrial Estate Tbk PT,Y
6707,B291LT3,CLQ,Clean TeQ Holdings Ltd.,N
6708,BD5M1Z3,2727,Yixintang Pharmaceutical Group Co. Ltd. Class A,N
6709,BFFJRH2,710,Berry Genomics Co. Ltd. Class A,N
6710,BP3R9S3,600123,Shanxi Lanhua Sci-Tech Venture Co. Ltd. Class A,N
6711,BD6V591,2815,Shenzhen Suntak Circuit Technology Co. Ltd.,N
6712,6782131,29530,Sindoh Co. Ltd.,N
6713,BYQDMP9,603885,Juneyao Airlines Co. Ltd. Class A,N
6714,BFY8HG9,831,China Minmetals Rare Earth Co. Ltd.,N
6715,BYZWFH0,2389,Beijing Enterprises Medical,Y
6716,BD5LYV7,2643,Valiant Co. Ltd. Class A,N
6717,B0R8CD3,PS-F,Pruksa Real Estate PCL,N
6718,BD5CLC0,61,Shenzhen Agricultural Products Group Co. Ltd.,N
6719,BD5M1X1,2267,Shaan Xi Provincial Natural Gas Co. Ltd. Class A,N
6720,B014JY7,THCOM-F,Thaicom PCL,Y
6721,BD5LV72,877,Xinjiang Tianshan Cement Co. Ltd. Class A,N
6722,BP3R767,600277,Elion Clean Energy Co. Ltd. Class A,N
6723,BP3RLY3,600828,Maoye Commericial Co. Ltd.,N
6724,6801393,900919,Shanghai Greencourt Investment Group Co. Ltd. Class B,Y
6725,BF2DZ40,600782,Xinyu Iron & Steel Co. Ltd.,N
6726,6485764,30210,KTB Investment & Securities Co. Ltd.,N
6727,6564793,6197,Jess-Link Products Co. Ltd.,Y
6728,6063687,3529,Atsugi Co. Ltd.,N
6729,BG1VK81,601990,Nanjing Securities Co. Ltd. Class A,N
6730,BD5LXK9,2697,Chengdu Hongqi Chain Co. Ltd. Class A,N
6731,BP3R916,600388,Fujian Longking Co. Ltd. Class A,N
6732,BWT5TL3,3313,ArtGo Holdings Ltd.,N
6733,BP3R8C0,600787,CMST Development Co. Ltd.,N
6734,BD5CJB5,400,Xuji Electric Co. Ltd.,N
6735,BD5LVJ4,2042,Huafu Fashion Co. Ltd.,N
6736,B0HZZ57,3368,Parkson Retail Group Ltd.,Y
6737,B236VP0,CENTRALBK,Central Bank of India,N
