,SEDOL,ticker,name,ESG
168,B0F9V20,O39,Oversea-Chinese Banking Corp. Ltd.,Y
169,6172323,7751,Canon Inc.,Y
170,6805265,4911,Shiseido Co. Ltd.,Y
171,B2B0DG9,REL,RELX plc,Y
172,5679591,INVE B,Investor AB Class B,Y
173,BDRJLN0,NTR,Nutrien Ltd.,Y
174,B01NPJ1,TCS,Tata Consultancy Services Ltd.,N
175,2566124,SLF,Sun Life Financial Inc.,Y
176,2011646,ATD.B,Alimentation Couche-Tard Inc.,Y
177,7333378,LONN,Lonza Group AG,Y
178,6597045,6503,Mitsubishi Electric Corp.,N
179,5966516,GLE,Societe Generale SA,Y
180,B0C2CQ3,ENGI,Engie SA,N
181,5756029,BMW,Bayerische Motoren Werke AG,Y
182,4056719,G,Assicurazioni Generali SPA,Y
183,B00G0S5,883,CNOOC Ltd.,N
184,6474535,2914,Japan Tobacco Inc.,N
185,6220103,RIO,Rio Tinto Ltd.,N
186,6763965,6273,SMC Corp./Japan,Y
187,5959378,ERIC B,Telefonaktiebolaget LM Ericsson Class B,Y
188,BF2DSG3,SIKA,Sika AG,N
189,BJT1GR5,ALC,Alcon Inc.,Y
190,6648891,4661,Oriental Land Co. Ltd./Japan,Y
191,BD0Q398,AD,Koninklijke Ahold Delhaize NV,Y
192,BD97BN2,ATCO A,Atlas Copco AB Class A,Y
193,BW9P816,1,CK Hutchison Holdings Ltd.,N
194,B09M9D2,KNEBV,Kone Oyj Class B,Y
195,6916781,U11,United Overseas Bank Ltd.,Y
196,6148197,QNBK,Qatar National Bank QPSC,Y
197,7792559,HEIA,Heineken NV,N
198,B1QH830,VOLV B,Volvo AB Class B,Y
199,408284,STAN,Standard Chartered plc,Y
200,2682365,PETR3,Petroleo Brasileiro SA,N
201,BYZF9J9,NDA SE,Nordea Bank Abp,N
202,263494,BA.,BAE Systems plc,N
203,560399,LGEN,Legal & General Group plc,Y
204,454492,IMB,Imperial Brands plc,N
205,4834777,VIV,Vivendi SA,Y
206,B01C1P6,BBCA,Bank Central Asia Tbk PT,Y
207,4942904,EOAN,E.ON SE,N
208,7110753,LHN,LafargeHolcim Ltd.,N
209,5253973,RMS,Hermes International,Y
210,B1WT5G2,DSV,DSV PANALPINA A/S,Y
211,B0HZL93,DSM,Koninklijke DSM NV,Y
212,6885074,4543,Terumo Corp.,Y
213,6597603,8801,Mitsui Fudosan Co. Ltd.,Y
214,4352097,FRE,Fresenius SE & Co. KGaA,Y
215,6979728,WPL,Woodside Petroleum Ltd.,N
216,B0PB4M7,823,Link REIT,Y
217,3091357,BT.A,BT Group plc,Y
218,6596729,8802,Mitsubishi Estate Co. Ltd.,Y
219,2667470,AMXL,America Movil SAB de CV,Y
220,6496584,6301,Komatsu Ltd.,N
221,2606440,NTES,NetEase Inc.,N
222,6372480,2454,MediaTek Inc.,Y
223,B11ZRK9,LR,Legrand SA,Y
224,6859927,16,Sun Hung Kai Properties Ltd.,Y
225,5330047,DSY,Dassault Systemes SE,N
226,4588364,ML,Cie Generale des Etablissements Michelin SCA,Y
227,BZ1HM42,ADYEN,Adyen NV,Y
228,216238,AV.,Aviva plc,Y
229,6889526,NBK,National Bank of Kuwait SAKP,Y
230,BF5M0K5,9434,Softbank Corp.,Y
231,6560393,35420,NAVER Corp.,Y
232,BYPC1T4,ASSA B,Assa Abloy AB,Y
233,5226038,SAMPO,Sampo Oyj Class A,Y
234,6132101,5108,Bridgestone Corp.,Y
235,BJ2KSG2,AKZA,Akzo Nobel NV,Y
236,BFYM460,URW,Unibail-Rodamco-Westfield,N
237,6661144,8591,ORIX Corp.,Y
238,BG36ZK1,B3SA3,B3 SA - Brasil Bolsa Balcao,Y
239,2024644,ABX,Barrick Gold Corp.,N
240,922320,SN.,Smith & Nephew plc,Y
241,B1VQ252,SAND,Sandvik AB,N
242,5669354,REP,Repsol SA,N
243,6499260,6971,Kyocera Corp.,Y
244,BPFJHC7,AXISBANK,Axis Bank Ltd.,Y
245,6718976,2628,China Life Insurance Co. Ltd.,Y
246,BD0BDJ3,PTT-F,PTT PCL (Foreign),N
247,5902941,NOKIA,Nokia Oyj,Y
248,4497749,KBC,KBC Group NV,Y
249,BJVNSS4,FERG,Ferguson plc,Y
250,6640381,6902,Denso Corp.,Y
251,BD6G507,RACE,Ferrari NV,Y
252,B4PT2P8,PPL,Pembina Pipeline Corp.,Y
253,6251363,1925,Daiwa House Industry Co. Ltd.,Y
254,B1WGG93,GEBN,Geberit AG,Y
255,6572707,6752,Panasonic Corp.,Y
256,5964651,VWS,Vestas Wind Systems A/S,Y
257,BYWLC68,REN,RELX plc,N
258,6196408,4519,Chugai Pharmaceutical Co. Ltd.,Y
259,7380482,SGO,Cie de Saint-Gobain,N
260,BJ2L575,GIB.A,CGI Inc.,Y
261,2242059,FEMSAUBD,Fomento Economico Mexicano SAB de CV,Y
262,6307200,4523,Eisai Co. Ltd.,Y
263,B1DYPZ5,3968,China Merchants Bank Co. Ltd.,Y
264,790873,SSE,SSE plc,Y
265,7133608,EQNR,Equinor ASA,N
266,BF1K7P7,ESSITY B,Essity AB Class B,Y
267,4263304,DNB,DNB ASA,Y
268,BYZQ077,1113,CK Asset Holdings Ltd.,Y
269,B15C4L6,CSU,Constellation Software Inc./Canada,N
270,5671519,WKL,Wolters Kluwer NV,Y
271,6436557,3,Hong Kong & China Gas Co. Ltd.,N
272,6261674,HINDUNILVR,Hindustan Unilever Ltd.,Y
273,4163437,CAP,Capgemini SE,N
274,B29NF31,FNV,Franco-Nevada Corp.,Y
275,2077303,,National Bank of Canada,Y
276,B5LTM93,4578,Otsuka Holdings Co. Ltd.,N
277,B02VD01,SNGNF,Singapore Telecommunications Ltd.,Y
278,BG7ZWY7,ABEV3,Ambev SA,N
279,5051252,UPM,UPM-Kymmene Oyj,N
280,BYT16L4,ORSTED,Orsted A/S,N
281,4519579,KRZ,Kerry Group plc,Y
282,6624471,FAB,FIRST ABU DHABI BANK PJSC,Y
283,B601QS4,8750,Dai-ichi Life Holdings Inc.,Y
284,6356945,6702,Fujitsu Ltd.,Y
285,6865504,7269,Suzuki Motor Corp.,Y
286,5076705,HEN3,Henkel AG & Co. KGaA Preference Shares,Y
287,5687431,HM B,Hennes & Mauritz AB Class B,Y
288,2169051,RCI.B,Rogers Communications Inc. Class B,Y
289,6066608,AMC,Amcor plc,Y
290,6493745,2503,Kirin Holdings Co. Ltd.,N
291,4768962,RWE,RWE AG,N
292,6054409,2502,Asahi Group Holdings Ltd.,N
293,B59HPK1,NVTK,Novatek PJSC,N
294,6804682,4507,Shionogi & Co. Ltd.,Y
295,6791591,9735,Secom Co. Ltd.,Y
296,6497509,6326,Kubota Corp.,Y
297,6097017,2,CLP Holdings Ltd.,N
298,6356525,4901,FUJIFILM Holdings Corp.,Y
299,2347200,FTS,Fortis Inc./Canada,Y
300,6451668,3008,Largan Precision Co. Ltd.,Y
301,5962332,STM,STMicroelectronics NV,Y
302,4182249,CRG,CRH plc,N
303,B8KF9B4,WPP,WPP plc,Y
304,B1324D0,2010,Saudi Basic Industries Corp.,Y
305,6709099,BBRI,Bank Rakyat Indonesia Persero Tbk PT,Y
306,B03FYZ4,GMG,Goodman Group,Y
307,7437805,SLHN,Swiss Life Holding AG,Y
308,B1CN1G6,EDU,New Oriental Education & Technology Group Inc.,Y
309,7262610,ACA,Credit Agricole SA,Y
310,6858946,8053,Sumitomo Corp.,N
311,B8FMRX8,COLO B,Coloplast A/S Class B,Y
312,B4MGD82,TAL,TAL Education Group,Y
313,BRJFWP3,FCA,Fiat Chrysler Automobiles NV,Y
314,6658801,7733,Olympus Corp.,Y
315,6348544,1301,Formosa Plastics Corp.,Y
316,6637101,NCM,Newcrest Mining Ltd.,Y
317,6643108,8604,Nomura Holdings Inc.,Y
318,B0C5YV1,68270,Celltrion Inc.,N
319,B12LZH9,1120,Al Rajhi Bank,Y
320,2554475,MG,Magna International Inc.,Y
321,B2Q4CS1,8725,MS&AD Insurance Group Holdings Inc.,Y
322,5750355,DBK,Deutsche Bank AG,Y
323,6465874,27,Galaxy Entertainment Group Ltd.,N
324,6397502,55550,Shinhan Financial Group Co. Ltd.,Y
325,BXDZ9Q1,SHB A,Svenska Handelsbanken AB Class A,Y
326,6957995,9021,West Japan Railway Co.,Y
327,2421041,GFNORTEO,Grupo Financiero Banorte SAB de CV,Y
328,6291819,386,China Petroleum & Chemical Corp.,N
329,B63H849,RR.,Rolls-Royce Holdings plc,N
330,B3DF0Y6,105560,KB Financial Group Inc.,Y
331,4169219,CARL B,Carlsberg A/S Class B,N
332,5129074,FME,Fresenius Medical Care AG & Co. KGaA,Y
333,B030GJ7,SBK,Standard Bank Group Ltd.,Y
334,BZ1G432,MRO,MELROSE INDUSTRIES PLC,N
335,4741844,MRK,Merck KGaA,Y
336,2458771,ITSA4,Itausa - Investimentos Itau SA Preference Shares,Y
337,6451055,5380,Hyundai Motor Co.,Y
338,6356406,7270,Subaru Corp.,N
339,B119QG0,PGHN,Partners Group Holding AG,Y
340,6253983,ALL,Aristocrat Leisure Ltd.,N
341,182704,CRH,CRH plc,Y
342,B04YJV1,IFC,Intact Financial Corp.,Y
343,6192150,688,China Overseas Land & Investment Ltd.,Y
344,6408374,11,Hang Seng Bank Ltd.,Y
345,6897217,6502,Toshiba Corp.,N
346,BTF8CF0,QSR,Restaurant Brands International Inc.,Y
347,4846523,SWED A,Swedbank AB Class A,Y
348,B012W42,PBBANK,Public Bank Bhd. (Local),Y
349,BK1K3N2,TCOM,Trip.com Group Ltd. ADR,N
350,B09DHL9,MTX,MTU Aero Engines AG,Y
351,B59BXN2,TATN,Tatneft PJSC,N
352,BW1YVH8,WALMEX*,Wal-Mart de Mexico SAB de CV,Y
353,B5B1TX2,GMKN,MMC Norilsk Nickel PJSC,N
354,2009823,AEM,Agnico Eagle Mines Ltd.,Y
355,B038516,FER,Ferrovial SA,N
356,B7T7721,RBS,Royal Bank of Scotland Group plc,Y
357,53673,AHT,Ashtead Group plc,Y
358,B0YZ0Z5,DWNI,Deutsche Wohnen SE,Y
359,B06YV46,NESTE,Neste Oyj,N
360,6431897,8309,Sumitomo Mitsui Trust Holdings Inc.,Y
361,6480048,8267,Aeon Co. Ltd.,Y
362,6449544,12330,Hyundai Mobis Co. Ltd.,Y
363,BMJ6DW5,INF,Informa plc,Y
364,6606996,FSR,FirstRand Ltd.,Y
365,5999330,TEP,Teleperformance,Y
366,4824778,SGSN,SGS SA,N
367,B1XFTL2,HEXA B,Hexagon AB,N
368,BFXPTB0,TRI,Thomson Reuters Corp.,Y
369,BFXPT09,TRI,Thomson Reuters Corp.,Y
370,BYQFRK5,WCN,Waste Connections Inc.,Y
371,BLZH0Z7,SCG,Scentre Group,Y
372,6054603,3407,Asahi Kasei Corp.,Y
373,4598589,CON,Continental AG,Y
374,B1YW440,III,3i Group plc,Y
375,B188TH2,BCE,BCE Inc.,Y
376,6621580,1303,Nan Ya Plastics Corp.,Y
377,6858902,8830,Sumitomo Realty & Development Co. Ltd.,Y
378,7508927,WDI,Wirecard AG,Y
379,6527666,2891,CTBC Financial Holding Co. Ltd.,N
380,B60LZR6,1288,Agricultural Bank of China Ltd.,Y
381,6193766,1109,China Resources Land Ltd.,Y
382,4813345,SEB A,Skandinaviska Enskilda Banken AB Class A,Y
383,B627LW9,5020,JXTG Holdings Inc.,N
384,6693233,5490,POSCO,N
385,BVRZ8L1,AENA,Aena SME SA,Y
386,6869302,6762,TDK Corp.,Y
387,5533976,SCMN,Swisscom AG,Y
388,B62G7K6,8630,Sompo Holdings Inc.,Y
389,4031879,VIE,Veolia Environnement SA,Y
390,B1JB4K8,SY1,Symrise AG Class A,Y
391,BD4T6W7,TLKM,Telekomunikasi Indonesia Persero Tbk PT,Y
392,BSHYYN1,1180,National Commercial Bank,Y
393,BF13KN5,WPM,Wheaton Precious Metals Corp.,Y
394,B4XRPN3,1918,Sunac China Holdings Ltd.,Y
395,4595739,GMAB,Genmab A/S,Y
396,B5ZN1N8,SGRO,SEGRO PLC,Y
397,7103526,UG,Peugeot SA,Y
398,6911485,8113,Unicharm Corp.,Y
399,B1FJ0C0,BXB,Brambles Ltd.,Y
400,6883807,6869,Sysmex Corp.,Y
401,B08YDF9,CPALL-F,CP ALL PCL (Foreign),Y
402,B5B23W2,1928,Sands China Ltd.,N
403,6556325,MAYBANK,Malayan Banking Bhd.,Y
404,BNG8PQ9,NN,NN Group NV,Y
405,6904612,TENAGA,Tenaga Nasional Bhd.,Y
406,B02K2M3,2413,M3 Inc.,Y
407,B62G1B5,EDEN,Edenred,Y
408,6804820,7309,Shimano Inc.,Y
409,BD97BS7,ATCO B,Atlas Copco AB,Y
410,6346913,51910,LG Chem Ltd.,Y
411,BG0ZMJ9,1810,Xiaomi Corp.,N
412,BHJYC05,IHG,InterContinental Hotels Group plc,N
413,3163836,ITRK,Intertek Group plc,N
414,6633712,MARUTI,Maruti Suzuki India Ltd.,Y
415,BYT8143,6178,Japan Post Holdings Co. Ltd.,Y
416,6271026,IAG,Insurance Australia Group Ltd.,Y
417,6536112,2388,BOC Hong Kong Holdings Ltd.,Y
418,7156036,SOON,Sonova Holding AG,Y
419,6793906,1928,Sekisui House Ltd.,Y
420,2566351,FFH,Fairfax Financial Holdings Ltd.,Y
421,6287841,2412,Chunghwa Telecom Co. Ltd.,Y
422,6642569,5401,Nippon Steel Corp.,N
423,B12M7Q5,7010,Saudi Telecom Co.,N
424,6777450,SOL,Sasol Ltd.,N
425,6086253,FMG,Fortescue Metals Group Ltd.,Y
426,7320154,OTP,OTP Bank Nyrt,Y
427,7251470,SRG,Snam SPA,Y
428,6700393,1216,Uni-President Enterprises Corp.,Y
429,673123,ABF,Associated British Foods plc,Y
430,5107401,BEI,Beiersdorf AG,Y
431,6715740,QBE,QBE Insurance Group Ltd.,Y
432,3208986,NXT,Next plc,Y
433,3174300,BRBY,Burberry Group plc,Y
434,B0JDQD4,7832,Bandai Namco Holdings Inc.,Y
435,6472119,J36,Jardine Matheson Holdings Ltd.,N
436,BYWR0T5,COL,Coles Group Ltd.,N
437,B1VKYN6,2007,Country Garden Holdings Co. Ltd.,Y
438,6425663,2882,Cathay Financial Holding Co. Ltd.,Y
439,6644800,9843,Nitori Holdings Co. Ltd.,Y
440,BX90C05,CLNX,Cellnex Telecom SA,Y
441,4511809,HNR1,Hannover Rueck SE,Y
442,4732495,TEL,Telenor ASA,Y
443,6569464,8002,Marubeni Corp.,N
444,7667163,ATL,Atlantia SPA,N
445,6585084,SUN,Suncorp Group Ltd.,Y
446,28369,0R22,Barrick Gold Corp.,N
447,2260824,OTEX,Open Text Corp.,Y
448,6411673,2881,Fubon Financial Holding Co. Ltd.,N
449,7101069,PAH3,Porsche Automobil Holding SE Preference Shares,N
450,682538,PSN,Persimmon plc,Y
451,B283W97,CABK,CaixaBank SA,Y
452,B1YBT08,2382,Sunny Optical Technology Group Co. Ltd.,Y
453,6858708,5802,Sumitomo Electric Industries Ltd.,Y
454,B4R2R50,BAER,Julius Baer Group Ltd.,Y
455,6444066,2886,Mega Financial Holding Co. Ltd.,Y
456,6870490,6857,Advantest Corp.,Y
457,5978384,TELIA,Telia Co. AB,Y
458,6642860,7201,Nissan Motor Co. Ltd.,Y
459,B082RF1,RTO,Rentokil Initial plc,Y
460,B02L486,MOWI,Mowi ASA,Y
461,BYY3DX6,GRF,Grifols SA,Y
462,B0CGYD6,LREN3,Lojas Renner SA,Y
463,6597067,7011,Mitsubishi Heavy Industries Ltd.,N
464,2328595,BBAS3,Banco do Brasil SA,Y
465,6659428,6645,Omron Corp.,Y
466,6609906,SCC-F,Siam Cement PCL (Foreign),Y
467,6260734,2308,Delta Electronics Inc.,Y
468,B86S2N0,AGS,Ageas,Y
469,6084848,4689,Z Holdings Corp.,Y
470,BDFLHY1,AOT-F,Airports of Thailand PCL (Foreign),Y
471,B01B1L9,2319,China Mengniu Dairy Co. Ltd.,Y
472,BDSV2V0,CNHI,CNH Industrial NV,N
473,B8C3BL0,SGE,Sage Group plc,Y
474,4588825,DANSKE,Danske Bank A/S,N
475,5120679,HEI,HeidelbergCement AG,Y
476,6076425,LUMI,Bank Leumi Le-Israel BM,Y
477,5289837,EBS,Erste Group Bank AG,Y
478,B4TP9G2,DOL,Dollarama Inc.,Y
479,B1YVKN8,2020,ANTA Sports Products Ltd.,Y
480,6129222,ASX,ASX Ltd.,Y
481,BD2N0P2,BAJFINANCE,Bajaj Finance Ltd.,Y
482,5579550,FORTUM,Fortum Oyj,N
483,6771645,6400,Samsung SDI Co. Ltd.,Y
484,4103596,EDP,EDP - Energias de Portugal SA,N
485,405207,HLMA,Halma plc,Y
486,6563206,MTN,MTN Group Ltd.,N
487,BYPBS67,MT,ArcelorMittal SA,N
488,B0MP1B0,2313,Shenzhou International Group Holdings Ltd.,Y
489,6442327,BHARTIARTL,Bharti Airtel Ltd.,Y
490,6226576,857,PetroChina Co. Ltd.,N
491,6214861,ORG,Origin Energy Ltd.,N
492,4162791,HO,Thales SA,N
493,6191997,1093,CSPC Pharmaceutical Group Ltd.,Y
494,B57FG04,CVE,Cenovus Energy Inc.,N
495,B11TCY0,SCHP,Schindler Holding AG,Y
496,6640400,6701,NEC Corp.,Y
497,BFFY852,BHC,Bausch Health Cos. Inc.,N
498,B07Q2V5,GLPG,GALAPAGOS NV,Y
499,6433912,2884,E.Sun Financial Holding Co. Ltd.,Y
500,6087289,TLS,Telstra Corp. Ltd.,Y
501,B2Q5H56,2601,China Pacific Insurance Group Co. Ltd.,Y
502,6895448,9531,Tokyo Gas Co. Ltd.,N
503,BFZ2PK0,788,China Tower Corp. Ltd.,N
504,B798FW0,NZYM B,Novozymes A/S,Y
505,6897143,3402,Toray Industries Inc.,Y
506,B0CCH46,HEIO,Heineken Holding NV,N
507,6776703,STO,Santos Ltd.,N
508,6651048,BMRI,Bank Mandiri Persero Tbk PT,Y
509,B0190C7,669,Techtronic Industries Co. Ltd.,Y
510,2650050,EMA,Emera Inc.,Y
511,BF8Q6K6,SLA,Standard Life Aberdeen plc,Y
512,B800MQ5,ASII,Astra International Tbk PT,N
513,6348715,1326,Formosa Chemicals & Fibre Corp.,Y
514,6435327,6,Power Assets Holdings Ltd.,Y
515,81180,BDEV,Barratt Developments plc,Y
516,BF44466,UMI,Umicore SA,N
517,2583952,MRU,Metro Inc./CN,Y
518,B068DB9,SM,SM Investments Corp.,N
519,6195609,9502,Chubu Electric Power Co. Inc.,N
520,6190950,2002,China Steel Corp.,Y
521,7156832,STMN,Straumann Holding AG,Y
522,BYW2H44,FTI,TechnipFMC plc,N
523,B0L6750,SLM,Sanlam Ltd.,Y
524,2643674,GMEXICOB,Grupo Mexico SAB de CV,N
525,6490928,270,Kia Motors Corp.,N
526,B0JGGP5,ITC,ITC Ltd.,N
527,5956078,KPN,Koninklijke KPN NV,Y
528,BYVG1F6,WCN,Waste Connections Inc.,N
529,6660107,4528,Ono Pharmaceutical Co. Ltd.,Y
530,4380429,PUB,Publicis Groupe SA,Y
531,B71JBK1,---,L'Oreal SA,N
532,6344456,51900,LG Household & Health Care Ltd.,Y
533,6986041,6506,Yaskawa Electric Corp.,Y
534,7110720,ADEN,Adecco Group AG,Y
535,6647133,NICE,Nice Ltd.,Y
536,6492968,9041,Kintetsu Group Holdings Co. Ltd.,Y
537,6889935,SCB-F,Siam Commercial Bank PCL (Foreign),Y
538,6503138,KFH,Kuwait Finance House KSCP,Y
539,6531827,175,Geely Automobile Holdings Ltd.,Y
540,5596991,UCB,UCB SA,Y
541,5002465,HEN,Henkel AG & Co. KGaA,Y
542,5641567,CA,Carrefour SA,Y
543,6821120,SHL,Sonic Healthcare Ltd.,Y
544,B01FLQ6,ACS,ACS Actividades de Construccion y Servicios SA,N
545,7108918,RO,Roche Holding AG (Bearer),Y
546,6882172,TEVA,Teva Pharmaceutical Industries Ltd.,Y
547,6421553,8308,Resona Holdings Inc.,Y
548,6743882,8697,Japan Exchange Group Inc.,Y
549,B0JQTJ0,4188,Mitsubishi Chemical Holdings Corp.,Y
550,B01BN57,TRN,Terna Rete Elettrica Nazionale SPA,Y
551,2521800,L,Loblaw Cos. Ltd.,Y
552,B10RB15,1605,Inpex Corp.,N
553,6565655,ANG,AngloGold Ashanti Ltd.,N
554,B0RNRF5,86790,Hana Financial Group Inc.,Y
555,7147892,TEMN,Temenos AG,Y
556,BYW0PQ6,LAND,Land Securities Group plc,Y
557,7742468,GFC,Gecina SA,Y
558,BSS7GP5,AGL,AGL Energy Ltd.,N
559,BWSW5D9,S32,South32 Ltd.,N
560,BWXC0Z1,FLTR,Flutter Entertainment plc,N
561,6408664,9042,Hankyu Hanshin Holdings Inc.,Y
562,4253048,MAERSK B,AP Moller - Maersk A/S,N
563,6247306,APA,APA Group,Y
564,6900546,6201,Toyota Industries Corp.,Y
565,B0744B3,BNZL,Bunzl plc,Y
566,2801836,SJR.B,Shaw Communications Inc. Class B,Y
567,B1RR840,SKG,Smurfit Kappa Group plc,Y
568,4491235,KRX,Kingspan Group plc,Y
569,6075808,POLI,Bank Hapoalim BM,Y
570,6896548,9005,Tokyu Corp.,Y
571,B60DQV3,2269,MEIJI Holdings Co. Ltd.,Y
572,2697701,POW,Power Corp. of Canada,N
573,B033YN6,DXS,Dexus,Y
574,BFXZDY1,3711,ASE Technology Holding Co. Ltd.,Y
575,5962309,LISN,Chocoladefabriken Lindt & Spruengli AG,Y
576,6136749,4684,Obic Co. Ltd.,N
577,BP3R2F1,600519,Kweichow Moutai Co. Ltd.,N
578,B00XSF9,1177,Sino Biopharmaceutical Ltd.,Y
579,6490809,2801,Kikkoman Corp.,N
580,5852842,AC,Accor SA,N
581,6175076,33780,KT&G Corp.,N
582,B1WY233,SMIN,Smiths Group plc,Y
583,6211798,COH,Cochlear Ltd.,Y
584,6080396,914,Anhui Conch Cement Co. Ltd.,Y
585,4574813,MB,Mediobanca Banca di Credito Finanziario SPA,Y
586,4002121,EN,Bouygues SA,N
587,6642387,7951,Yamaha Corp.,Y
588,BYYDFN0,ZTO,ZTO Express Cayman Inc.,Y
589,B083BH4,SPSN,Swiss Prime Site AG,Y
590,B0DJ8Q5,ALO,Alstom SA,Y
591,B1CRLC4,MNDI,Mondi plc,Y
592,6075745,CIMB,CIMB Group Holdings Bhd.,Y
593,6161978,MGR,Mirvac Group,Y
594,6641801,6988,Nitto Denko Corp.,Y
595,BZCNB42,DHER,Delivery Hero SE,Y
596,BY7QHN0,---,Red Electrica Corp. SA,N
597,BD6FXN3,REE,Red Electrica Corp. SA,N
598,6972459,291,China Resources Beer Holdings Co. Ltd.,N
599,BLLHKZ1,288,WH Group Ltd.,Y
600,B1FW751,GALP,Galp Energia SGPS SA,N
601,BWFGQN1,SPX,Spirax-Sarco Engineering plc,Y
602,4712798,RNO,Renault SA,Y
603,B60QWJ2,JHX,James Hardie Industries plc,Y
604,6642406,6479,MINEBEA MITSUMI Inc.,Y
605,6294896,HCLTECH,HCL Technologies Ltd.,Y
606,B13X013,FGR,Eiffage SA,N
607,BZ3C3R5,2269,Wuxi Biologics Cayman Inc.,Y
608,B1KJJ40,WTB,Whitbread plc,N
609,6340250,FPH,Fisher & Paykel Healthcare Corp. Ltd.,Y
610,5048566,SWMA,Swedish Match AB,N
611,B39J2M4,UU.,United Utilities Group plc,Y
612,242493,DCC,DCC plc,Y
613,2879327,TECK.B,Teck Resources Ltd. Class B,N
614,B1YW1V6,---,Air Liquide SA,N
615,B142S60,KNIN,Kuehne + Nagel International AG,Y
616,7124594,BALN,Baloise Holding AG,Y
617,BJFFLV0,CRDA,Croda International plc,Y
618,6269861,7532,Pan Pacific International Holdings Corp.,Y
619,6125639,9613,NTT Data Corp.,Y
620,5271782,ELE,Endesa SA,N
621,6483489,9503,Kansai Electric Power Co. Inc.,N
622,6804369,7701,Shimadzu Corp.,Y
623,B4YVF56,BNR,Brenntag AG,Y
624,6555805,6586,Makita Corp.,Y
625,6290054,66,MTR Corp. Ltd.,Y
626,878230,TW.,Taylor Wimpey plc,Y
627,BDC5ST8,FR,Valeo SA,Y
628,5072673,STERV,Stora Enso Oyj,Y
629,6333937,2688,ENN Energy Holdings Ltd.,Y
630,6870100,1801,Taisei Corp.,N
631,BGLP232,MONC,MONCLER SPA,Y
632,B61JC67,TWE,Treasury Wine Estates Ltd.,N
633,BD4G349,KL,Kirkland Lake Gold Ltd.,Y
634,B573M11,CHR,Chr Hansen Holding A/S,Y
635,6010906,2802,Ajinomoto Co. Inc.,Y
636,BKFB1C6,MNG,M&G plc,Y
637,BZ12TW4,VIFN,Vifor Pharma AG,Y
638,6706250,2328,PICC Property & Casualty Co. Ltd.,Y
639,766937,STJ,St. James's Place plc,Y
640,BYSLCX9,EXO,EXOR NV,N
641,5927375,AGN,Aegon NV,Y
642,BYZ6D56,IRBR3,IRB Brasil Resseguros S/A,Y
643,4821100,SOLB,Solvay SA Class A,Y
644,7142091,SKA B,Skanska AB Class B,Y
645,4651459,OMV,OMV AG,N
646,B9G6L89,LEG,LEG IMMOBILIEN AG,Y
647,BF0CK44,AT1,Aroundtown SA,Y
648,5701513,ELISA,Elisa Oyj,Y
649,6250508,1878,Daito Trust Construction Co. Ltd.,Y
650,6412591,ADVANC-F,Advanced Info Service PCL (Foreign),Y
651,B292JQ9,GET,Getlink SE,Y
652,B1FH8J7,SVT,Severn Trent plc,Y
653,5654781,ATO,Atos SE,N
654,6640507,4612,Nippon Paint Holdings Co. Ltd.,Y
655,136701,BLND,British Land Co. plc,Y
656,7332687,ALFA,Alfa Laval AB,N
657,6580119,2892,First Financial Holding Co. Ltd.,Y
658,BYTBWY9,1COV,Covestro AG,Y
659,BZBFKT7,BID,Bid Corp. Ltd.,Y
660,6633767,17,New World Development Co. Ltd.,Y
661,6250906,7912,Dai Nippon Printing Co. Ltd.,Y
662,6850856,SGP,Stockland,Y
663,6900580,8015,Toyota Tsusho Corp.,N
664,BSXN8K7,28260,Samsung C&T Corp.,N
665,6460794,384,China Gas Holdings Ltd.,N
666,B1VQF42,ORK,Orkla ASA,N
667,7097328,GBLB,Groupe Bruxelles Lambert SA,Y
668,6264189,36570,NCSoft Corp.,N
669,BLZGSM7,BDMS-F,Bangkok Dusit Medical Services PCL,Y
670,6041995,RHC,Ramsay Health Care Ltd.,Y
671,B1Q3J35,SKF B,SKF AB,Y
672,B97C733,TEL2 B,Tele2 AB,Y
673,B03NGS5,PKO,Powszechna Kasa Oszczednosci Bank Polski SA,Y
674,BKKMKR2,RSA,RSA Insurance Group plc,Y
675,B02GKC7,SUZB3,Suzano SA,Y
676,B0Z5YZ2,AKE,Arkema SA,Y
677,BFX05H3,ABG,Absa Group Ltd.,Y
678,B3MBS74,OCDO,Ocado Group plc,Y
679,5962280,LISP,Chocoladefabriken Lindt & Spruengli AG,Y
680,6322173,ETISALAT,Emirates Telecommunications Group Co. PJSC,Y
681,6365866,GPT,GPT Group,Y
682,2381093,T,TELUS Corp.,Y
683,BDZV116,EPI A,Epiroc AB Class A,Y
684,6858849,5713,Sumitomo Metal Mining Co. Ltd.,Y
685,B56KLY9,960,Longfor Group Holdings Ltd.,Y
686,6251448,8601,Daiwa Securities Group Inc.,Y
687,6424110,2885,Yuanta Financial Holding Co. Ltd.,Y
688,BF4J7K6,GNDI3,Notre Dame Intermedica Participacoes SA,Y
689,B02L3W3,BKG,Berkeley Group Holdings plc,Y
690,6661768,9532,Osaka Gas Co. Ltd.,N
691,BZ4BQC7,JMAT,Johnson Matthey plc,Y
692,B4975P9,MGLU3,MAGAZINE LUIZA SA,Y
693,5650422,NTGY,Naturgy Energy Group SA,N
694,BYQP136,ABN,ABN AMRO Bank NV,Y
695,BNFWR44,WLN,Worldline SA/France,Y
696,6818843,SMPH,SM Prime Holdings Inc.,N
